"Occurences","Word","Length","Freq_KF","Freq_HAL","Log_Freq_HAL","Ortho_N","Phono_N","Freq_N","BG_Sum","BG_Mean","NPhon","NSyll","NMorph","POS"
"1","speak","5","110","53714","10.89","4","12","7.20","8529","2132.25","4","1","1","VB|NN"
"1","speaks","6","18","7962","8.98","4","8","6.27","9247","1849.40","5","1","2","VB|NN"
"1","speck","5","7","493","6.20","2","9","10.08","9171","2292.75","4","1","1","NN"
"1","sped","4","9","793","6.68","8","14","7.38","12827","4275.67","4","1","1","VB"
"1","speech","6","61","36422","10.50","0","3","NULL","12260","2452.00","4","1","1","NN"
"1","speed","5","83","91193","11.42","5","15","6.15","14613","3653.25","4","1","1","NN|VB"
"1","speeds","6","14","9927","9.20","4","4","6.99","15708","3141.60","5","1","2","NN|VB"
"1","speedy","6","6","1483","7.30","2","5","7.95","14876","2975.20","5","2","2","JJ"
"1","spell","5","19","21472","9.97","5","9","8.20","12307","3076.75","4","1","1","NN|VB"
"1","spells","6","2","7888","8.97","4","9","7.19","13475","2695.00","5","1","2","VB|NN"
"1","spend","5","53","40764","10.62","3","9","8.16","15158","3789.50","5","1","1","VB"
"1","spends","6","8","3634","8.20","2","2","5.29","16253","3250.60","6","1","2","VB"
"1","spent","5","104","33152","10.41","3","3","8.26","17293","4323.25","5","1","1","VB|JJ"
"1","sphere","6","22","12407","9.43","0","4","NULL","27786","5557.20","4","1","1","NN|RB"
"1","spider","6","2","6953","8.85","0","6","NULL","23021","4604.20","5","2","1","NN"
"1","spies","5","2","1530","7.33","8","12","4.88","20271","5067.75","4","1","2","NN|VB"
"1","spill","5","1","1609","7.38","7","11","7.90","10350","2587.50","4","1","1","NN|VB"
"1","spin","4","5","10683","9.28","7","14","6.89","18030","6010.00","4","1","1","VB|NN"
"1","spins","5","NULL","2036","7.62","8","11","5.87","22160","5540.00","5","1","2","VB|NN"
"1","spirit","6","182","40804","10.62","0","1","NULL","15229","3045.80","6","2","1","NN"
"1","spit","4","11","3740","8.23","9","14","7.49","7479","2493.00","4","1","1","VB|NN"
"1","spite","5","56","5828","8.67","8","15","7.31","16026","4006.50","4","1","1","NN"
"1","splash","6","3","2082","7.64","0","1","NULL","12939","2587.80","5","1","1","NN|VB"
"1","split","5","30","22189","10.01","2","2","5.64","12832","3208.00","5","1","1","NN|VB|JJ"
"1","spoil","5","3","1771","7.48","1","3","8.39","7523","1880.75","4","1","1","VB"
"1","spoke","5","87","12637","9.44","6","10","7.40","5989","1497.25","4","1","1","VB|NN"
"1","sponge","6","7","1597","7.38","1","0","5.30","23006","4601.20","5","1","1","NN"
"1","spool","5","NULL","4385","8.39","6","8","6.57","8339","2084.75","4","1","1","NN|VB"
"1","spools","6","NULL","308","5.73","6","7","5.34","9507","1901.40","5","1","2","NN|VB"
"1","spoon","5","6","2624","7.87","5","12","6.18","13879","3469.75","4","1","1","NN|VB"
"1","spoons","6","NULL","745","6.61","5","9","4.11","18009","3601.80","5","1","2","NN|VB"
"1","sport","5","17","15869","9.67","5","3","7.86","10802","2700.50","5","1","1","NN|VB"
"1","sports","6","49","26037","10.17","6","2","6.10","13529","2705.80","6","1","2","NN|VB"
"1","spot","4","57","19103","9.86","8","15","7.16","5569","1856.33","4","1","1","NN|VB"
"1","spots","5","32","7429","8.91","7","11","5.97","8296","2074.00","5","1","2","NN|VB"
"1","spout","5","1","1085","6.99","5","10","7.96","9188","2297.00","4","1","1","NN|VB"
"1","sprang","6","13","697","6.55","3","4","7.59","26012","5202.40","5","1","1","VB"
"1","spray","5","16","5153","8.55","3","6","4.76","10891","2722.75","4","1","1","NN|VB"
"1","spread","6","83","22704","10.03","0","1","NULL","17402","3480.40","5","1","1","NN|VB|JJ"
"1","spring","6","127","26152","10.17","6","12","6.95","33479","6695.80","5","1","1","NN|VB"
"1","sprout","6","1","407","6.01","0","3","NULL","13837","2767.40","5","1","1","VB"
"1","spun","4","16","1573","7.36","6","10","7.49","5556","1852.00","4","1","1","VB"
"1","spy","3","9","5251","8.57","7","7","8.38","1721","860.50","3","1","1","NN|VB"
"1","square","6","143","19004","9.85","1","1","7.43","16569","3313.80","5","1","1","NN|VB|JJ"
"1","squeak","6","1","516","6.25","1","3","6.38","6084","1216.80","5","1","1","NN|VB"
"1","squeal","6","1","589","6.38","1","3","6.25","11319","2263.80","5","1","1","VB|NN"
"1","stable","6","30","15640","9.66","3","2","4.34","21841","4368.20","5","2","1","JJ|NN"
"1","stack","5","9","14654","9.59","11","17","8.08","15992","3998.00","4","1","1","NN|VB"
"1","stacks","6","1","2889","7.97","7","16","7.02","16710","3342.00","5","1","2","NN|VB"
"1","Stacy","5","10","1444","7.28","2","2","5.14","14265","3566.25","5","2","1","NN"
"1","stag","4","8","290","5.67","9","9","7.98","12677","4225.67","4","1","1","NN"
"1","stage","5","174","30645","10.33","7","12","6.59","15011","3752.75","4","1","1","NN|VB"
"1","stains","6","10","1281","7.16","3","14","5.07","31599","6319.80","5","1","2","NN|VB"
"1","stair","5","2","924","6.83","3","14","6.76","14425","3606.25","4","1","1","NN"
"1","stairs","6","47","5581","8.63","1","11","7.16","18292","3658.40","5","1","2","NN"
"1","stale","5","4","1399","7.24","13","22","7.83","23636","5909.00","4","1","1","JJ"
"1","stall","5","18","2794","7.94","6","14","9.15","20901","5225.25","4","1","1","NN|VB"
"1","stalls","6","3","1017","6.92","4","13","4.69","22069","4413.80","5","1","2","NN|VB"
"1","stamp","5","8","6821","8.83","4","4","6.88","14647","3661.75","5","1","1","NN|VB"
"1","stamps","6","4","6032","8.70","4","4","4.95","15392","3078.40","6","1","2","NN|VB"
"1","Stan","4","3","6184","8.73","11","13","8.36","18421","6140.33","4","1","1","NN"
"1","stand","5","148","48716","10.79","3","8","4.25","21637","5409.25","5","1","1","VB|NN"
"1","stands","6","68","18459","9.82","0","0","NULL","22732","4546.40","6","1","2","VB|NN"
"1","star","4","25","81633","11.31","10","9","7.53","17142","5714.00","4","1","1","NN|VB"
"1","star's","6","3","372","5.92","2","12","8.62","19235","3847.00","5","1","NULL","NULL"
"1","stare","5","14","2907","7.97","14","14","9.15","25422","6355.50","4","1","1","VB|NN"
"1","stared","6","60","3239","8.08","14","10","6.66","33506","6701.20","5","1","2","VB"
"1","stares","6","1","999","6.91","13","11","7.47","38158","7631.60","5","1","2","VB|NN"
"1","stars","5","29","22554","10.02","13","12","6.83","21009","5252.25","5","1","2","NN|VB"
"1","start","5","154","172475","12.06","6","10","7.95","19084","4771.00","5","1","1","VB|NN"
"1","starts","6","31","30545","10.33","3","1","6.30","21811","4362.20","6","1","2","VB|NN"
"1","starve","6","1","1494","7.31","1","7","4.11","20972","4194.40","5","1","1","VB"
"1","state","5","808","199232","12.20","9","17","7.32","27897","6974.25","4","1","1","NN|VB"
"1","stated","6","85","35851","10.49","11","3","6.69","35981","7196.20","6","2","2","VB"
"1","states","6","605","113034","11.64","10","6","7.06","40633","8126.60","5","1","2","NN|VB"
"1","statue","6","17","7801","8.96","1","1","10.69","21663","4332.60","5","2","1","NN"
"1","stay","4","113","49009","10.80","9","9","7.38","11991","3997.00","3","1","1","VB|NN"
"1","stayed","6","75","8994","9.10","9","21","5.57","20455","4091.00","4","1","2","VB"
"1","stays","5","5","6119","8.72","8","18","4.78","12556","3139.00","4","1","2","VB|NN"
"1","steady","6","41","5385","8.59","1","3","6.14","21439","4287.80","5","2","1","JJ|RB"
"1","steak","5","10","1510","7.32","5","18","8.64","19834","4958.50","4","1","1","NN"
"1","steal","5","5","11268","9.33","4","12","8.05","25069","6267.25","4","1","1","VB|NN"
"1","steam","5","17","5229","8.56","4","8","6.31","21130","5282.50","4","1","1","NN|VB"
"1","steel","5","45","18414","9.82","4","12","7.80","21514","5378.50","4","1","1","NN|VB"
"1","steep","5","13","3256","8.09","7","13","7.48","19079","4769.75","4","1","1","JJ|NN|VB"
"1","steer","5","9","2272","7.73","6","14","7.44","30983","7745.75","4","1","1","VB|NN"
"1","Stella","6","1","1289","7.16","0","2","NULL","27873","5574.60","5","2","1","NN"
"1","stem","4","29","3579","8.18","5","8","8.82","17974","5991.33","4","1","1","NN|VB"
"1","stems","5","33","3311","8.11","5","4","8.36","18603","4650.75","5","1","2","VB|NN"
"1","step","4","131","43956","10.69","7","11","6.23","17293","5764.33","4","1","1","NN|VB"
"1","steps","5","119","19058","9.86","7","7","5.69","18038","4509.50","5","1","2","NN|VB"
"1","stereo","6","12","12719","9.45","0","0","NULL","37977","7595.40","6","3","1","NN"
"1","Steve","5","3","76012","11.24","4","9","5.80","20384","5096.00","4","1","1","NN"
"1","STEVIE","6","NULL","1270","7.15","0","6","NULL","22597","4519.40","5","2","2","NN"
"1","stew","4","5","1556","7.35","8","6","6.80","16667","5555.67","3","1","1","NN|VB"
"1","stick","5","39","28279","10.25","6","15","8.53","23241","5810.25","4","1","1","NN|VB"
"1","sticks","6","22","5110","8.54","6","13","6.52","23959","4791.80","5","1","2","NN|VB"
"1","sticky","6","9","3600","8.19","3","6","6.82","23421","4684.20","5","2","2","JJ"
"1","stiff","5","21","6210","8.73","4","10","9.01","18707","4676.75","4","1","1","JJ|NN"
"1","still","5","782","363407","12.80","8","18","6.59","23740","5935.00","4","1","1","RB|JJ|NN|VB"
"1","sting","5","5","2919","7.98","6","14","7.11","40111","10027.75","4","1","1","NN|VB"
"1","stings","6","2","383","5.95","6","7","5.29","40772","8154.40","5","1","2","NN|VB"
"1","stir","4","7","4523","8.42","1","7","11.31","18376","6125.33","3","1","1","VB|NN"
"1","stitch","6","3","3066","8.03","2","7","7.82","24749","4949.80","4","1","1","NN|VB"
"1","stock","5","147","43376","10.68","6","12","8.29","13759","3439.75","4","1","1","NN|VB"
"1","stole","5","10","3726","8.22","10","15","7.33","19713","4928.25","4","1","1","VB|NN"
"1","stolen","6","18","7372","8.91","1","1","5.01","26912","5382.40","6","2","2","VB|JJ"
"1","stone","5","58","33008","10.40","9","16","6.85","23799","5949.75","4","1","1","NN|VB"
"1","stones","6","12","9994","9.21","7","14","6.31","36535","7307.00","5","1","2","NN|VB"
"1","stood","5","212","14395","9.57","3","8","5.42","13359","3339.75","4","1","1","VB"
"1","stool","5","8","1234","7.12","4","17","7.47","14992","3748.00","4","1","1","NN"
"1","stop","4","120","96586","11.48","6","12","7.18","11900","3966.67","4","1","1","VB|NN"
"1","stops","5","8","10997","9.31","5","11","5.22","12645","3161.25","5","1","2","VB|NN"
"1","store","5","74","53126","10.88","14","11","8.04","23793","5948.25","4","1","1","NN|VB"
"1","stores","6","35","24064","10.09","13","14","6.78","36529","7305.80","5","1","2","NN|VB"
"1","storm","5","26","19846","9.90","3","6","9.29","16599","4149.75","5","1","1","NN|VB"
"1","storms","6","6","2260","7.72","3","5","6.97","17228","3445.60","6","1","2","NN|VB"
"1","stormy","6","8","739","6.61","2","2","6.60","16777","3355.40","6","2","2","JJ"
"1","story","5","153","96953","11.48","4","5","8.29","16532","4133.00","5","2","1","NN"
"1","stout","5","3","1930","7.57","7","7","5.96","15841","3960.25","4","1","1","JJ|NN"
"1","stove","5","15","1846","7.52","8","9","8.29","14823","3705.75","4","1","1","NN"
"1","strain","6","31","9705","9.18","2","7","6.04","33195","6639.00","5","1","1","NN|VB"
"1","straps","6","2","2395","7.78","6","5","4.91","19244","3848.80","6","1","2","NN|VB"
"1","straw","5","15","3849","8.26","5","2","4.86","17366","4341.50","4","1","1","NN"
"1","straws","6","3","546","6.30","4","4","4.03","17676","3535.20","5","1","2","NN"
"1","streak","6","10","2491","7.82","1","5","9.36","22886","4577.20","5","1","1","NN|VB"
"1","stream","6","51","11580","9.36","2","6","8.37","24182","4836.40","5","1","1","NN|VB"
"1","street","6","244","76139","11.24","0","5","NULL","23874","4774.80","5","1","1","NN"
"1","strewn","6","6","347","5.85","1","4","0.69","20020","4004.00","5","1","2","VB|JJ"
"1","string","6","19","33204","10.41","5","14","7.31","40305","8061.00","5","1","1","NN|VB"
"1","strip","5","30","16096","9.69","4","5","4.28","18009","4502.25","5","1","1","NN|VB"
"1","strips","6","14","4094","8.32","5","7","4.53","18754","3750.80","6","1","2","NN|VB"
"1","stroll","6","4","562","6.33","1","4","8.66","21800","4360.00","5","1","1","NN|VB"
"1","strong","6","202","69234","11.15","4","7","6.73","32147","6429.40","5","1","1","JJ|RB|NN"
"1","struck","6","59","7224","8.89","0","6","NULL","15151","3030.20","5","1","1","VB"
"1","stuck","5","23","21401","9.97","6","13","7.78","11896","2974.00","4","1","1","VB"
"1","studio","6","31","15767","9.67","0","0","NULL","17629","3525.80","6","3","1","NN"
"1","study","5","246","50899","10.84","1","6","7.00","9930","2482.50","5","2","2","NN|VB"
"1","stuff","5","32","140706","11.85","4","11","8.03","10127","2531.75","4","1","1","NN|VB"
"1","stump","5","2","865","6.76","3","3","7.45","11943","2985.75","5","1","1","NN|VB"
"1","stung","5","2","535","6.28","6","8","6.39","20824","5206.00","4","1","1","VB"
"1","stupid","6","24","45414","10.72","0","0","NULL","13136","2627.20","6","2","1","JJ|NN"
"1","sub","3","5","16326","9.70","16","20","8.04","2275","1137.50","3","1","1","NN|minor"
"1","subway","6","7","1936","7.57","0","0","NULL","4417","883.40","5","2","2","NN"
"1","such","4","1303","371015","12.82","3","15","10.13","5774","1924.67","3","1","1","JJ|NN|minor"
"1","suck","4","5","13814","9.53","15","32","8.09","4471","1490.33","3","1","1","VB|NN"
"1","sucked","6","6","6521","8.78","11","21","5.77","14369","2873.80","4","1","2","VB"
"1","sudden","6","38","8733","9.07","2","3","4.36","14820","2964.00","4","2","1","JJ"
"1","suds","4","9","164","5.10","10","17","6.04","3337","1112.33","4","1","2","NN"
"1","sue","3","18","10908","9.30","17","56","9.05","2389","1194.50","2","1","1","VB|NN"
"1","sugar","5","34","14292","9.57","0","1","NULL","9576","2394.00","4","2","1","NN|VB"
"1","suit","4","48","18276","9.81","9","35","7.20","6480","2160.00","3","1","1","NN|VB"
"1","suits","5","25","6183","8.73","6","24","7.32","9207","2301.75","4","1","2","NN|VB"
"1","sum","3","45","13672","9.52","14","24","7.79","2949","1474.50","3","1","1","NN|VB"
"1","summer","6","134","34481","10.45","7","15","5.16","20247","4049.40","4","2","1","NN|JJ"
"1","sun","3","112","74083","11.21","21","40","8.41","4708","2354.00","3","1","1","NN|VB"
"1","sun's","5","4","3096","8.04","2","27","6.40","6880","1720.00","4","1","2","encl"
"1","Sunday","6","101","26241","10.18","3","3","4.71","9949","1989.80","5","2","2","NN"
"1","sunny","5","13","4385","8.39","7","15","5.63","5880","1470.00","4","2","2","JJ|NN"
"1","suns","4","2","2513","7.83","20","27","6.93","8838","2946.00","4","1","2","VB|NN"
"1","sunset","6","14","3475","8.15","0","0","NULL","15829","3165.80","6","2","2","NN"
"1","super","5","8","28262","10.25","2","7","2.28","18608","4652.00","4","2","1","JJ|NN"
"1","superb","6","14","3743","8.23","1","0","5.38","19175","3835.00","5","2","1","JJ"
"1","supper","6","37","1170","7.06","2","10","2.83","19561","3912.20","4","2","1","NN"
"1","sure","4","264","260476","12.47","9","19","7.15","12620","4206.67","3","1","1","JJ|RB|NN"
"1","surely","6","47","17518","9.77","3","1","7.00","20185","4037.00","5","2","2","RB"
"1","surf","4","1","5923","8.69","4","11","7.20","4587","1529.00","3","1","1","NN|VB"
"1","Susan","5","36","16261","9.70","1","3","6.78","13469","3367.25","4","2","1","NN"
"1","Susie","5","5","1457","7.28","0","7","NULL","11871","2967.75","4","2","1","NN"
"1","swam","4","6","694","6.54","12","6","7.26","3632","1210.67","4","1","1","VB"
"1","swamp","5","5","5706","8.65","3","2","6.87","5201","1300.25","5","1","1","NN|VB"
"1","swan","4","3","1631","7.40","11","13","7.62","8975","2991.67","4","1","1","NN|VB"
"1","swap","4","2","13962","9.54","9","14","7.26","3327","1109.00","4","1","1","NN|VB"
"1","swarm","5","3","2223","7.71","3","5","3.11","8782","2195.50","5","1","1","NN|VB"
"1","swayed","6","9","730","6.59","2","9","7.73","11009","2201.80","4","1","2","VB|JJ"
"1","swear","5","10","5027","8.52","4","10","7.56","10555","2638.75","4","1","1","VB|NN"
"1","sweat","5","23","5086","8.53","3","8","8.60","12763","3190.75","4","1","1","NN|VB"
"1","sweep","5","15","3219","8.08","4","8","9.20","4440","1110.00","4","1","1","NN|VB"
"1","sweet","5","70","15494","9.65","7","9","7.10","6183","1545.75","4","1","1","JJ|NN"
"1","swell","5","7","1882","7.54","5","8","8.54","8973","2243.25","4","1","1","NN|VB|JJ"
"1","swept","5","34","2027","7.61","3","5","8.75","3269","817.25","5","1","1","VB"
"1","swim","4","15","5116","8.54","7","12","5.58","3098","1032.67","4","1","1","VB|NN"
"1","swims","5","NULL","384","5.95","5","7","5.23","3727","931.75","5","1","2","VB"
"1","swing","5","24","7716","8.95","6","16","7.06","24690","6172.50","4","1","1","NN|VB"
"1","swings","6","3","1547","7.34","4","8","3.32","25351","5070.20","5","1","2","NN|VB"
"1","swirl","5","2","633","6.45","4","7","3.99","3557","889.25","4","1","1","NN|VB"
"1","swish","5","NULL","288","5.66","3","8","5.24","9576","2394.00","4","1","1","JJ|NN|VB"
"1","Swiss","5","14","6335","8.75","3","7","4.99","10719","2679.75","4","1","1","JJ|NN"
"1","switch","6","43","39074","10.57","4","12","6.22","9328","1865.60","4","1","1","NN|VB"
"1","swung","5","48","1270","7.15","3","4","6.89","12309","3077.25","4","1","1","VB"
"1","syrup","5","4","1916","7.56","0","5","NULL","2714","678.50","5","2","1","NN"
"1","system","6","416","439448","12.99","0","0","NULL","18935","3787.00","6","2","1","NN"
"1","tabby","5","NULL","833","6.73","2","13","4.34","6209","1552.25","4","2","1","JJ|NN|VB"
"1","table","5","198","56081","10.93","5","8","6.69","14340","3585.00","4","2","1","NN|VB"
"1","tables","6","44","16525","9.71","6","7","6.57","27076","5415.20","5","2","2","NN|VB"
"1","tablet","6","3","7519","8.93","2","0","7.50","17328","3465.60","6","2","2","NN"
"1","tack","4","4","1603","7.38","15","41","9.16","8491","2830.33","3","1","1","NN|VB"
"1","tacked","6","2","625","6.44","10","20","7.41","18389","3677.80","4","1","2","VB"
"1","tag","3","5","20783","9.94","24","22","7.79","5176","2588.00","3","1","1","NN|VB"
"1","tags","4","1","3768","8.23","20","18","5.67","5837","1945.67","4","1","2","NN|VB"
"1","tail","4","24","11267","9.33","14","42","8.04","8404","2801.33","3","1","1","NN|VB"
"1","tailor","6","2","1778","7.48","3","21","6.67","16525","3305.00","4","2","1","VB|NN"
"1","tails","5","7","2560","7.85","11","33","6.43","9572","2393.00","4","1","2","NN|VB"
"1","take","4","611","330816","12.71","16","30","8.08","6095","2031.67","3","1","1","VB|NN"
"1","taken","5","281","73472","11.20","6","7","6.82","13294","3323.50","5","2","2","VB"
"1","takes","5","86","71656","11.18","19","26","6.50","18831","4707.75","4","1","2","VB"
"1","taking","6","175","70534","11.16","9","14","7.02","28783","5756.60","5","2","2","VB|NN"
"1","talent","6","40","10443","9.25","0","3","NULL","28685","5737.00","6","2","1","NN"
"1","tales","5","21","8259","9.02","18","33","6.63","28871","7217.75","4","1","2","NN"
"1","talk","4","154","91547","11.42","11","28","7.10","9753","3251.00","3","1","1","VB|NN"
"1","talked","6","58","17380","9.76","6","17","5.47","19651","3930.20","4","1","2","VB"
"1","talks","5","18","13419","9.50","9","25","6.06","10471","2617.75","4","1","2","NN|VB"
"1","tall","4","55","11346","9.34","17","42","8.98","13400","4466.67","3","1","1","JJ|NN"
"1","taller","6","7","1909","7.55","5","12","5.91","33168","6633.60","4","2","2","JJ"
"1","tame","4","5","1305","7.17","17","25","9.05","8952","2984.00","3","1","1","JJ|VB"
"1","tamed","5","NULL","223","5.41","10","13","6.09","17036","4259.00","4","1","2","VB|JJ"
"1","tammy","5","NULL","1737","7.46","7","23","5.74","6529","1632.25","4","2","1","NN"
"1","tan","3","9","8619","9.06","27","39","9.51","10920","5460.00","3","1","1","JJ|NN"
"1","tank","4","12","17481","9.77","13","16","7.65","11560","3853.33","4","1","1","NN|VB"
"1","tanks","5","18","7189","8.88","9","10","7.10","12278","3069.50","5","1","2","NN|VB"
"1","tanner","6","2","912","6.82","7","13","6.10","30138","6027.60","4","2","2","NN"
"1","tap","3","18","11395","9.34","24","28","8.11","5272","2636.00","3","1","1","NN|VB"
"1","tape","4","35","61126","11.02","13","17","7.30","8456","2818.67","3","1","1","NN|VB"
"1","taped","5","1","3398","8.13","8","13","6.79","16540","4135.00","4","1","2","VB"
"1","tapped","6","7","2958","7.99","12","22","5.20","17493","3498.60","4","1","2","VB"
"1","taps","4","1","1260","7.14","20","26","6.61","6017","2005.67","4","1","2","NN|VB"
"1","tar","3","12","8295","9.02","21","34","9.10","9641","4820.50","3","1","1","NN|VB"
"1","task","4","60","21503","9.98","7","10","7.78","7210","2403.33","4","1","1","NN|VB"
"1","tasks","5","29","10033","9.21","7","8","6.53","7928","1982.00","5","1","2","NN"
"1","taste","5","59","19781","9.89","6","19","7.58","22739","5684.75","4","1","1","NN|VB"
"1","tasted","6","10","2190","7.69","10","5","6.41","30823","6164.60","6","2","2","VB"
"1","tastes","6","10","5805","8.67","7","9","5.38","35475","7095.00","5","1","2","NN|VB"
"1","tasty","5","NULL","2008","7.60","6","5","6.88","15269","3817.25","5","2","2","JJ"
"1","taught","6","50","18606","9.83","2","26","8.09","6907","1381.40","3","1","1","VB"
"1","tax","3","197","62254","11.04","16","39","8.22","3802","1901.00","4","1","1","NN|VB"
"1","taxi","4","16","2745","7.92","3","3","3.88","4065","1355.00","5","2","1","NN|VB"
"1","Taylor","6","21","15940","9.68","3","21","5.92","12876","2575.20","4","2","1","NN"
"1","tea","3","28","8688","9.07","15","52","7.85","11681","5840.50","2","1","1","NN"
"1","teach","5","41","22492","10.02","5","20","7.71","17846","4461.50","3","1","1","VB"
"1","team","4","83","108529","11.59","11","27","6.86","13629","4543.00","3","1","1","NN|VB"
"1","teams","5","22","26030","10.17","8","22","6.57","14258","3564.50","4","1","2","NN|VB"
"1","tear","4","11","6617","8.80","19","48","8.48","17693","5897.67","3","1","1","NN"
"1","tears","5","34","9280","9.14","15","34","7.19","21560","5390.00","4","1","2","NN"
"1","tease","5","6","1423","7.26","4","44","7.68","18746","4686.50","3","1","1","NN|VB"
"1","teased","6","2","968","6.88","7","6","5.56","26830","5366.00","4","1","2","VB"
"1","Ted","3","7","18514","9.83","18","27","8.51","16631","8315.50","3","1","1","NN"
"1","teddy","5","4","2632","7.88","1","17","4.56","17396","4349.00","4","2","2","NN"
"1","tee","3","5","2108","7.65","23","52","8.91","10333","5166.50","2","1","1","NN|VB"
"1","teeth","5","103","10942","9.30","1","18","7.85","15830","3957.50","3","1","1","NN"
"1","tell","4","268","201112","12.21","13","38","9.38","16111","5370.33","3","1","1","VB|NN"
"1","tells","5","34","28605","10.26","12","27","6.34","17279","4319.75","4","1","2","VB"
"1","temper","6","12","1776","7.48","3","6","5.73","28375","5675.00","5","2","1","NN|VB"
"1","ten","3","165","39037","10.57","26","39","8.51","15746","7873.00","3","1","1","minor|NN"
"1","tend","4","43","31395","10.35","12","23","7.16","18962","6320.67","4","1","1","VB"
"1","tender","6","11","4229","8.35","11","15","5.87","36988","7397.60","5","2","1","NN|VB"
"1","tennis","6","15","6412","8.77","1","5","9.73","25395","5079.00","5","2","1","NN"
"1","tent","4","20","3187","8.07","17","25","8.75","21097","7032.33","4","1","1","NN"
"1","tenth","5","7","2575","7.85","3","7","6.57","23606","5901.50","4","1","2","JJ|NN"
"1","tents","5","10","1027","6.93","13","15","6.64","23824","5956.00","5","1","2","NN"
"1","tepee","5","NULL","16","2.77","1","5","1.10","14762","3690.50","4","2","1","NN"
"1","Teresa","6","1","1654","7.41","0","0","NULL","44313","8862.60","6","3","1","NN"
"1","terms","5","163","49922","10.82","5","23","5.35","23411","5852.75","4","1","2","NN|VB"
"1","terry","5","7","17681","9.78","10","31","7.45","23858","5964.50","4","2","1","NN"
"1","test","4","119","124267","11.73","13","20","8.41","28784","9594.67","4","1","1","NN|VB"
"1","tests","5","61","23394","10.06","10","16","5.96","31511","7877.75","5","1","2","NN|VB"
"1","Texas","5","69","44548","10.70","2","2","7.60","12768","3192.00","6","2","2","NN"
"1","Thames","6","3","475","6.16","3","21","5.16","23104","4620.80","4","1","1","NN"
"1","than","4","1789","702491","13.46","9","21","9.06","12336","4112.00","3","1","1","minor"
"1","thank","5","36","95706","11.47","5","12","7.13","12976","3244.00","4","1","1","VB|NN"
"1","thanks","6","37","253766","12.44","3","10","6.04","13694","2738.80","5","1","2","NN|VB"
"1","that","4","10595","5262331","15.48","12","17","7.60","13265","4421.67","3","1","1","minor|NN"
"1","that's","6","186","236693","12.37","3","16","7.10","15253","3050.60","4","1","2","encl"
"1","the","3","69971","23099033","16.96","7","12","9.45","6066","3033.00","2","1","1","minor"
"1","their","5","2670","844722","13.65","0","25","NULL","8393","2098.25","3","1","1","minor"
"1","theirs","6","21","5053","8.53","0","26","NULL","12260","2452.00","4","1","1","minor"
"1","them","4","1789","801560","13.59","13","8","7.45","7992","2664.00","3","1","1","minor"
"1","then","4","1377","705900","13.47","14","26","9.04","13265","4421.67","3","1","1","RB|JJ"
"1","there","5","2724","1313357","14.09","4","25","9.89","27495","6873.75","3","1","1","minor|RB"
"1","these","5","1573","591805","13.29","3","27","12.20","22805","5701.25","3","1","1","minor|NN"
"1","they","4","3618","1617818","14.30","10","43","7.89","6654","2218.00","2","1","1","minor"
"1","they'd","6","30","13950","9.54","0","17","NULL","6883","1376.60","3","1","2","encl"
"1","thick","5","67","11429","9.34","3","18","10.37","11350","2837.50","3","1","1","JJ|NN|RB"
"1","thief","5","8","4276","8.36","1","10","9.85","9944","2486.00","3","1","1","NN"
"1","thin","4","92","14257","9.57","7","25","10.11","19529","6509.67","3","1","1","JJ|RB|NN|VB"
"1","thing","5","333","243604","12.40","6","17","7.78","28220","7055.00","3","1","1","NN"
"1","things","6","368","262799","12.48","2","12","7.67","28881","5776.20","4","1","2","NN"
"1","think","5","433","652944","13.39","7","14","8.14","20169","5042.25","4","1","1","VB|NN"
"1","thinks","6","23","24130","10.09","4","16","7.92","20887","4177.40","5","1","2","VB"
"1","third","5","190","58366","10.97","0","18","NULL","7816","1954.00","3","1","1","JJ|NN|RB"
"1","thirty","6","59","6426","8.77","1","5","2.30","9504","1900.80","4","2","2","minor|NN"
"1","this","4","5146","3251989","14.99","5","8","6.76","10448","3482.67","3","1","1","minor|NN"
"1","Thomas","6","100","50519","10.83","1","0","3.61","13703","2740.60","5","2","1","NN"
"1","Thor","4","9","3332","8.11","4","36","7.23","10042","3347.33","3","1","1","NN"
"1","thorn","5","3","3726","8.22","2","18","4.62","10986","2746.50","4","1","1","NN"
"1","those","5","850","415648","12.94","4","31","8.98","10866","2716.50","3","1","1","minor|NN"
"1","though","6","442","199366","12.20","1","49","6.90","10105","2021.00","2","1","1","minor|RB"
"1","thread","6","15","57162","10.95","1","9","9.83","16400","3280.00","4","1","1","NN|VB"
"1","three","5","610","165169","12.01","1","15","8.84","13058","3264.50","3","1","1","minor|NN"
"1","threw","5","46","6888","8.84","3","9","9.22","11891","2972.75","3","1","1","VB"
"1","throat","6","51","8042","8.99","1","8","9.83","16393","3278.60","4","1","1","NN"
"1","throne","6","5","5951","8.69","2","10","2.78","20793","4158.60","4","1","1","NN"
"1","throw","5","42","28289","10.25","2","10","7.29","8682","2170.50","3","1","1","VB|NN"
"1","thrown","6","40","10415","9.25","1","10","8.43","8983","1796.60","4","1","2","VB"
"1","throws","6","6","4598","8.43","3","13","6.60","8992","1798.40","4","1","2","VB|NN"
"1","thud","4","3","465","6.14","3","10","7.13","3841","1280.33","3","1","1","NN|VB"
"1","thumb","5","10","6586","8.79","1","16","6.65","5445","1361.25","3","1","1","NN|VB"
